subset_threshold, dominating_set, doublets, isolated_nodes
AbChStruc_fv_IgE_human_0.5,"'AbStruc_atom_plane_sum', 'AbStruc_weak_pbonds', 'AbStruc_amide_ring_interactions', 'AbStruc_phi_angle', 'AbStruc_loops', 'AbChain_12_charge', 'AbStruc_vdw_clashes', 'AbStruc_free_cys', 'AbChain_hydrophobicity', 'AbStruc_plane_group_interactions', 'AbStruc_ncharge_hetrgen', 'AbStruc_schains_sasa', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_hmom', 'AbChain_min_rank', 'AbChain_molextcoef'","{'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_folding_energy', 'AbStruc_cys_bridges'"
AbChStruc_fv_IgE_human_0.6,"'AbStruc_atom_plane_sum', 'AbChain_1_charge', 'AbStruc_pbonds', 'AbChain_acidic_content', 'AbStruc_donor_pi_interactions', 'AbStruc_plane_group_interactions', 'AbStruc_free_cys', 'AbChain_num_strong_binders', 'AbStruc_vdw_clashes', 'AbChain_length', 'AbChain_small_content', 'AbStruc_lauer_DI', 'AbChain_14_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgE_human_0.7,"'AbChain_num_weak_binders', 'AbStruc_total_interactions', 'AbChain_length', 'AbChain_14_charge', 'AbStruc_free_cys', 'AbChain_4_charge'","{'AbChain_av_resdiue_weight', 'AbChain_tiny_content'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_small_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgE_human_0.8,"'AbChain_14_charge', 'AbChain_basic_content', 'AbStruc_unfolded_pI', 'AbStruc_pbonds', 'AbChain_length'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgE_human_0.9,"'AbChain_3_charge', 'AbChain_pI', 'AbStruc_total_interactions', 'AbChain_14_charge', 'AbChain_10_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbChStruc_fv_IgG_human_0.1,"'AbChain_solubility', 'AbStruc_steric_clashes', 'AbStruc_beta_bends', 'AbChain_immunopeptide_regions_span', 'AbChain_aliphatic_content', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cys_bridges', 'AbStruc_ibonds', 'AbStruc_psi_angle'","","'AbStruc_pi_helices', 'AbStruc_weak_hbonds'"
AbChStruc_fv_IgG_human_0.2,"'AbChain_cysbridges_percenextcoef', 'AbStruc_beta_strands', 'AbChain_solubility', 'AbStruc_ibonds', 'AbStruc_cys_bridges', 'AbStruc_beta_turns', 'AbStruc_folding_energy', 'AbStruc_hbonds', 'AbChain_nonpolar_content', 'AbStruc_steric_clashes', 'AbChain_instaindex', 'AbStruc_carbon_pi_interactions', 'AbStruc_pcharge_hetrgen'","","'AbChain_immunopeptide_regions_span', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds'"
AbChStruc_fv_IgG_human_0.3,"'AbStruc_covbonds', 'AbStruc_phi_angle', 'AbStruc_amide_amide_interactions', 'AbStruc_pcharge_hetrgen', 'AbChain_solubility', 'AbStruc_plane_plane_interactions', 'AbStruc_loops', 'AbChain_aliphatic_content', 'AbStruc_donor_pi_interactions', 'AbChain_instaindex', 'AbChain_1_charge', 'AbChain_hmom', 'AbStruc_free_cys', 'AbStruc_carbonyl_interactions', 'AbStruc_ncharge_hetrgen'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}","'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges'"
AbChStruc_fv_IgG_human_0.4,"'AbStruc_mean_interaction_distance', 'AbStruc_plane_group_interactions', 'AbChain_min_rank', 'AbChain_hydrophobicity', 'AbStruc_free_cys', 'AbStruc_plane_plane_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_ncharge_hetrgen', 'AbStruc_loops', 'AbChain_aromatic_content', 'AbChain_aliphindex', 'AbStruc_carbonyl_interactions', 'AbChain_acidic_content'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen'"
AbChStruc_fv_IgG_human_0.5,"'AbChain_aromatic_content', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_weak_pbonds', 'AbChain_acidic_content', 'AbChain_nonpolar_content', 'AbStruc_atom_plane_sum', 'AbChain_tiny_content', 'AbChain_14_charge', 'AbStruc_plane_group_interactions', 'AbStruc_vdw_clashes', 'AbChain_length', 'AbChain_num_strong_binders', 'AbChain_basic_content', 'AbStruc_free_cys', 'AbChain_molextcoef'","{'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgG_human_0.6,"'AbChain_14_charge', 'AbChain_hydrophobicity', 'AbStruc_donor_pi_interactions', 'AbStruc_free_cys', 'AbChain_small_content', 'AbChain_acidic_content', 'AbChain_num_strong_binders', 'AbStruc_sasa', 'AbStruc_plane_group_interactions', 'AbStruc_pbonds', 'AbStruc_folded_pI', 'AbStruc_vdw_clashes', 'AbStruc_atom_plane_sum'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgG_human_0.7,"'AbStruc_free_cys', 'AbStruc_total_interactions', 'AbChain_num_weak_binders', 'AbChain_10_charge', 'AbChain_num_strong_binders', 'AbChain_basic_content', 'AbStruc_sasa', 'AbChain_av_resdiue_weight', 'AbChain_small_content'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgG_human_0.8,"'AbStruc_unfolded_pI', 'AbStruc_free_cys', 'AbStruc_pbonds', 'AbChain_14_charge', 'AbChain_basic_content'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgG_human_0.9,"'AbChain_10_charge', 'AbChain_5_charge', 'AbStruc_unfolded_pI', 'AbChain_basic_content', 'AbStruc_total_interactions', 'AbChain_14_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbChStruc_fv_IgG_mouse_0.1,"'AbStruc_schains_sasa', 'AbStruc_hbonds', 'AbStruc_steric_clashes', 'AbStruc_amide_ring_interactions', 'AbChain_num_weak_binders'","","'AbStruc_alpha_helices'"
AbChStruc_fv_IgG_mouse_0.2,"'AbStruc_free_cys', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span', 'AbStruc_carbon_pi_interactions', 'AbStruc_steric_clashes', 'AbChain_num_weak_binders', 'AbChain_aliphindex', 'AbStruc_hbonds'","","'AbStruc_alpha_helices'"
AbChStruc_fv_IgG_mouse_0.3,"'AbChain_num_strong_binders', 'AbStruc_plane_plane_interactions', 'AbStruc_carbonyl_interactions', 'AbChain_immunopeptide_regions_span', 'AbStruc_amide_amide_interactions', 'AbStruc_threeten_helices', 'AbStruc_plane_group_interactions', 'AbStruc_phi_angle', 'AbChain_av_resdiue_weight', 'AbStruc_cation_pi_interactions', 'AbChain_cysbridges_percenextcoef', 'AbChain_solubility'","","'AbStruc_alpha_helices', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds'"
AbChStruc_fv_IgG_mouse_0.4,"'AbStruc_threeten_helices', 'AbChain_aliphindex', 'AbStruc_hydrophobic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_cys_bridges', 'AbChain_instaindex', 'AbChain_num_strong_binders', 'AbChain_solubility', 'AbStruc_pcharge_hetrgen', 'AbChain_small_content', 'AbStruc_plane_group_interactions', 'AbStruc_lauer_SAP', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_phi_angle', 'AbChain_tiny_content'","","'AbChain_immunopeptide_regions_span', 'AbStruc_alpha_helices', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_free_cys'"
AbChStruc_fv_IgG_mouse_0.5,"'AbChain_hydrophobicity', 'AbStruc_beta_strands', 'AbStruc_pcharge_hetrgen', 'AbChain_14_charge', 'AbChain_full_average_rank', 'AbChain_hmom', 'AbChain_instaindex', 'AbStruc_cys_bridges', 'AbStruc_lauer_DI', 'AbChain_aromatic_content', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_mean_interaction_distance', 'AbStruc_atom_plane_sum', 'AbChain_av_resdiue_weight', 'AbStruc_vdw_interactions', 'AbStruc_psi_angle', 'AbStruc_threeten_helices', 'AbStruc_plane_group_interactions'","{'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_min_rank', 'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_folding_energy', 'AbStruc_free_cys'"
AbChStruc_fv_IgG_mouse_0.6,"'AbStruc_amide_ring_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_mean_interaction_distance', 'AbChain_hydrophobicity', 'AbChain_av_resdiue_weight', 'AbStruc_schains_sasa', 'AbStruc_pbonds', 'AbStruc_vdw_clashes', 'AbStruc_plane_group_interactions', 'AbChain_tiny_content', 'AbChain_percentextcoef', 'AbChain_num_strong_binders', 'AbStruc_cys_bridges', 'AbStruc_sasa', 'AbChain_11_charge', 'AbChain_1_charge'","{'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_loops', 'AbStruc_beta_strands'}, {'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_ncharge_hetrgen'"
AbChStruc_fv_IgG_mouse_0.7,"'AbChain_acidic_content', 'AbChain_hydrophobicity', 'AbStruc_cys_bridges', 'AbChain_num_strong_binders', 'AbStruc_atom_plane_sum', 'AbChain_14_charge', 'AbStruc_pbonds', 'AbChain_basic_content', 'AbStruc_weak_pbonds', 'AbChain_num_weak_binders'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}, {'AbStruc_loops', 'AbStruc_beta_strands'}, {'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_immunopeptide_regions_span', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
